Year,MSHA_ID,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_short_tons,Average_Employees,Labor_Hours
2007,103295,Seymour Mine,Alabama,Bibb,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Hope Coal Company Inc,"P.O. Box 249, Maylene, AL 35114",,32670,8,14445
2007,103117,"Mine #2, #3, #4",Alabama,Cullman,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Twin Pines Coal Company Inc,"P.O. Box 621, Jasper, AL 35502",,502596,62,170563
2007,103246,Bear Creek,Alabama,Franklin,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",,152591,20,61054
2007,102933,Mine No 2,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Gtm Energy Partners, Llc","440 County Road 464, Flat Rock, AL 35966",,95878,22,39446
2007,103206,Mine No 1,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Gtm Energy Partners Llc,"440 Co. Road 464, Flat Rock, AL 35966",,132180,27,71585
2007,103231,Glade Preparation Plant,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Gtm Energy Partners, Llc","440 Co. Road 464, Flat Rock, AL 35966",,0,13,22160
2007,103301,Pit Number 2,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,D&e Mining Llc,"20297 Alabama Hwy 71, Flat Rock, AL 35966",,19169,17,60361
2007,100329,Concord Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,Oak Grove Resources Llc,"8800 Oak Grove Mine Road, Adger, AL 35006",United Mine Workers of America,0,36,80120
2007,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8800 Oak Grove Mine Rd, Adger, AL 35006",Utility Workers of America,1035232,328,716397
2007,102354,Lindbergh,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,C & H Mining Company Inc,"3699 Industrial Parkway, Jasper, AL 35502",,318969,45,112905
2007,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,0,1,340
2007,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,1326291,415,816130
2007,103150,Littleton Mine,Alabama,Jefferson,Appalachia Southern,Temporarily closed,Surface,Operating Subsidiary,Mine only,Twin Pines Coal Company Inc,"1874 County Road 15, Bremen, AL 35033",,57268,19,37392
2007,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","8260 Birmingport Rd, Mulga, AL 35118",,0,58,105851
2007,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","8260 Birmingport Rd, Mulga, AL 35118",,0,3,5571
2007,103180,Sloan Mountain Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,M S & R Equipment Company Inc,"2361 Cumberland Drive, Pinson, AL 35126",,282444,45,88036
2007,103182,Fishtrap,Alabama,Jefferson,Appalachia Southern,Active,Surface,Contractor,Mine only,"Black Warrior Minerals, Inc.","4788 Highway 78, Cordova, AL 35550",,111146,23,61977
2007,103271,Praco Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Cherokee Mining Llc,"74 Industrial Pkwy, Jasper, AL 35501",,79649,26,48324
2007,103278,Jwr #3,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Covol Engineered Fuels Lc,"5290 Mud Creek Rd, Adger, AL 35006",,127815,10,21491
2007,103278,Jwr #3,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Covol Engineered Fuels Lc,"5290 Mud Creek Rd, Adger, AL 35006",,0,12,30613
2007,103285,Narley Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Best Coal Inc,"P.O. Box 1253, Cullman, AL 35058",,233667,29,73469
2007,103332,Powhatan Mine,Alabama,Jefferson,Appalachia Southern,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Job Land & Mineral Inc,"378 Old Dora Road, Sumiton, AL 35148",,21450,85,9600
2007,103279,Burleson North Mine,Alabama,Marion,Appalachia Southern,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"M.E. Group, Inc.","119 Euclid Avenue, Birmingham, AL 35213",,10745,10,10201
2007,103293,Dulin Mine,Alabama,Marion,Appalachia Southern,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Reed Minerals, Inc.","3699 Industrial Pkwy, Jasper, AL 35501",,49510,13,32579
2007,102976,Piney Woods Preparation Plant,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,0,6,10539
2007,103205,Alliance Mine No 1,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Hope Coal Company Inc,"P.O. Box 240, Maylene, AL 35114",,158256,29,59515
2007,103217,Coke Mine #1,Alabama,Shelby,Appalachia Southern,Active,Underground,Contractor,Mine only,"Shelby Mining Company, Llc","201 Tucker Rd, Ste 101, Helena, AL 35080",,95336,60,143774
2007,103334,Toby Mine,Alabama,Shelby,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"Twin Pines Coal Company, Inc.","74 Industrial Parkway, Jasper, AL 35501",,100971,30,57069
2007,103360,Kodiak Plant #1,Alabama,Shelby,Appalachia Southern,Active,Underground,Contractor,Preparation Plant,Shelby Mining Co. Llc,"201 Tucker Rd., Suite 101, Helena, AL 35080",,0,4,10109
2007,103366,Thompson Surface Mine,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Tacoa Minerals, Llc","5308 Kenley Way, Birmingham, AL 35242",,58266,21,30253
2007,100563,Kellerman Preparation Plant,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Greenfuels Processing I, Llc","P.O. Box 621, Jasper, AL 35502",,0,24,48876
2007,100759,North River # 1 Underground Mi,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway  Coal M,"12398 New Lexington Rd, Berry, AL 35546",United Mine Workers of America,3136564,413,929855
2007,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,3073745,475,1098508
2007,101322,No 5 Mine,Alabama,Tuscaloosa,Appalachia Southern,Permanently abandoned,Underground,Operating Subsidiary,Preparation Plant,Jim Walter Resources Inc,"12972 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,363,15,33525
2007,101401,No 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers of America,2692303,667,1571748
2007,103172,Searles Mine No. 2,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,383752,63,145336
2007,103179,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,90406,17,46683
2007,103196,East Brookwood Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Tuscaloosa Resources Inc,"3500 35th Avenue North, Birmingham, AL 35207",,520211,71,180493
2007,103260,Howton Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc.","3500 35th Ave. North, Birmingham, AL 35207",,223762,32,78021
2007,103303,Shannon,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Rock Mountain Mining-Div/Twin,"P.O. Box 621, Jasper, AL 35502",,379862,57,151947
2007,103323,Deerlick Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,180312,28,69418
2007,103362,Cef Alabama #4,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Covol Engineered Fuels Lc,"P.O. Box 157, Brookwood, AL 35444",,0,9,19790
2007,100347,Choctaw Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Taft Coal Sales & Associates I,"P.O. Box 1608, Jasper, AL 35502",,639096,100,283640
2007,101362,Manchester Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,186007,27,73746
2007,102996,Jap Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Reed Minerals Inc,"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502",,524210,52,128420
2007,103002,Corinth Mine,Alabama,Walker,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,Warrior Investment Co Inc,"218 Hwy 195 N, Jasper, AL 35503",,102152,23,57917
2007,103116,L Massey Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"National Coal Of Alabama, Inc.","9 Office Park, Suite 216, Birmingham, AL 35253",,410771,37,109238
2007,103155,Corinth Prep Plant,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",,0,8,18965
2007,103155,Corinth Prep Plant,Alabama,Walker,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Preparation Plant,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",,0,7,18964
2007,103195,Mccollum Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Quality Coal, Inc.","P.O. Box 2705, Jasper, AL 35502",,69203,12,30452
