Year,MSHA_ID,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_short_tons,Average_Employees,Labor_Hours
2008,103295,Seymour Mine,Alabama,Bibb,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Hope Coal Company Inc,"P.O. Box 249, Maylene, AL 35114",,105082,18,39175
2008,103117,"Mine #2, #3, #4",Alabama,Cullman,Appalachia Southern,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Twin Pines Coal Company Inc,"1874 County Road 15, Bremen, AL 35033",,10419,19,29926
2008,103361,Cold Springs West Mine,Alabama,Cullman,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Twin Pines Coal Company,"74 Industrial Parkway, Jasper, AL 35502",,143208,20,42542
2008,100759,North River # 1 Underground Mi,Alabama,Fayette,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Chevron Mining Inc,"3114 County Road 63 S, Berry, AL 35546",United Mine Workers of America,2923261,395,890710
2008,103246,Bear Creek,Alabama,Franklin,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",,183137,22,55403
2008,103374,Meredyth Mine,Alabama,Franklin,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Hope Coal Company Inc,"P.O. Box 249, Maylene, AL 35114",,113875,16,35697
2008,102933,Mine No 2,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Gtm Energy Partners, Llc","440 County Road 464, Flat Rock, AL 35966",,109589,24,59326
2008,103206,Mine No 1,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Gtm Energy Partners Llc,"440 Co. Road 464, Flat Rock, AL 35966",,153797,23,58897
2008,103231,Glade Preparation Plant,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Gtm Energy Partners, Llc","440 Co. Road 464, Flat Rock, AL 35966",,0,17,37208
2008,103301,Pit Number 2,Alabama,Jackson,Appalachia Southern,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,D&e Mining Llc,"20297 Alabama Hwy 71, Flat Rock, AL 35966",,38661,15,57588
2008,103384,Mine No. 3,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Gtm Energy Partners, Llc","442 County Road 464, Flat Rock, AL 35966",,28819,12,12293
2008,100329,Concord Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,Oak Grove Resources Llc,"8800 Oak Grove Mine Road, Adger, AL 35006",United Mine Workers of America,0,41,96645
2008,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8800 Oak Grove Mine Rd, Adger, AL 35006",United Mine Workers of America,985062,411,991785
2008,102354,Lindbergh,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,C & H Mining Company Inc,"3699 Industrial Parkway, Jasper, AL 35502",,303483,47,102175
2008,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,0,1,2118
2008,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,2105589,540,1350920
2008,103180,Sloan Mountain Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,M S & R Equipment Company Inc,"2361 Cumberland Drive, Pinson, AL 35126",,196868,48,98151
2008,103182,Fishtrap,Alabama,Jefferson,Appalachia Southern,Active,Surface,Contractor,Mine only,"Black Warrior Minerals, Inc.","4788 Highway 78, Cordova, AL 35550",,112128,23,63924
2008,103271,Praco Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Cherokee Mining Llc,"74 Industrial Pkwy, Jasper, AL 35501",,150085,26,47218
2008,103278,Jwr #3,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Covol Engineered Fuels Lc,"5290 Mud Creek Rd, Adger, AL 35006",,192999,24,64309
2008,103285,Narley Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Best Coal Inc,"P.O. Box 1253, Cullman, AL 35058",,252530,31,85000
2008,103332,Powhatan Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Job Land & Mineral Inc,"378 Old Dora Road, Sumiton, AL 35148",,47533,14,28116
2008,103375,Johnson Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,55398,12,29813
2008,103279,Burleson North Mine,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"M.E. Group, Inc.","P.O. Box 10, Delmar, AL 35551",,49581,17,23000
2008,102976,Piney Woods Preparation Plant,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,0,9,21785
2008,102976,Piney Woods Preparation Plant,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,0,2,4238
2008,103205,Alliance Mine No 1,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Hope Coal Company Inc,"1401 Doug Baker Blvd, Suite 10, Birmingham, AL 35242",,130022,17,42103
2008,103217,Coke Mine #1,Alabama,Shelby,Appalachia Southern,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Shelby Mining Company, Llc","201 Tucker Rd, Ste 101, Helena, AL 35080",,69487,71,165102
2008,103245,Thompson Mine No 1,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,17641,18,27391
2008,103334,Segco/Toby Mine,Alabama,Shelby,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"Twin Pines Coal Company, Inc.","74 Industrial Parkway, Jasper, AL 35501",,229033,47,139716
2008,103360,Kodiak Plant #1,Alabama,Shelby,Appalachia Southern,"Active, men working, not producing",Underground,Contractor,Preparation Plant,Shelby Mining Co. Llc,"201 Tucker Rd., Suite 101, Helena, AL 35080",,0,10,26491
2008,103366,Thompson Surface Mine,Alabama,Shelby,Appalachia Southern,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,19314,15,11672
2008,103380,Calera,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Dist.,"P.O. Box 11637, Daytona Beach, FL 32120",,0,6,11596
2008,103380,Calera,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Dist.,"P.O. Box 11637, Daytona Beach, FL 32120",,0,5,11596
2008,103381,Tacoa Highwall Miner,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Tacoa Minerals,llc","1669 Mission Hills Road, Alabaster, AL 35007",,73251,27,43386
2008,100563,Greenfuels Processing Plant,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Covol Fuels No 5 Llc,"P.O. Box 457, Brookwood, AL 35444",,0,9,16774
2008,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,3187772,497,1182649
2008,101401,No 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers of America,2851619,722,1725139
2008,103172,Searles Mine No. 2,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,478940,82,219115
2008,103179,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia Southern,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,101448,16,43103
2008,103196,East Brookwood Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Tuscaloosa Resources Inc,"3500 35th Avenue North, Birmingham, AL 35207",,492630,66,183480
2008,103260,Howton Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc.","3500 35th Ave. North, Birmingham, AL 35207",,271919,38,101569
2008,103303,Shannon,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Rock Mountain Mining-Div/Twin,"P.O. Box 621, Jasper, AL 35502",,335768,55,167139
2008,103320,Davis Creek Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,National Coal Of Alabama Inc,"9 Office Park Circle, Suite 21, Birmingham, AL 35253",,24012,10,10520
2008,103323,Deerlick Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,120830,17,46776
2008,103362,Cef Alabama #4,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Covol Engineered Fuels Lc,"P.O. Box 157, Brookwood, AL 35444",,0,20,47358
2008,103364,Cef Alabama #7,Alabama,Tuscaloosa,Appalachia Southern,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine and Preparation Plant,Covol Engineered Fuels Lc,"13702 Milldale Rd, Brookwood, AL 35444",,0,13,24561
