Year,MSHA_ID,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_short_tons,Average_Employees,Labor_Hours
2012,1519627,Flag Ridge Job,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Mountainside Coal Company,"7692 S. Hwy 25w, Williamsburg, KY 40769",-,93084,21,54358
2012,1519663,Ghm #56,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Green Hill Mining Inc,"6109 S. Us Hwy 25, Corbin, KY 40701",-,37499,2,3311
2012,4407085,Ghm #37,Kentucky (East),Knox,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Green Hill Mining, I","P.O. Box 760, London, KY 40743",-,42054,2,4908
2012,1507305,Honey Hole Llc,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Preparation Plant,Honey Hole Llc,"3105 Eberle Road, Mckee, KY 40447",-,0,4,5560
2012,1519662,Nineva Mine,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Mine only,"Clay Laurel Mining, Inc.","P.O. Box 25, Avawam, KY 41713",-,6815,2,1160
2012,1519671,Laurel No. 1,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Mine only,T&t Coal Inc.,"6283 Hwy 472, Manchester, KY 40962",-,5812,7,4582
2012,1515851,Mine No 1,Kentucky (East),Lawrence,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Jordan Construction,"15810 Hwy 32, Blaine, KY 41124",-,3725,2,836
2012,1518691,No. 41 Auger S/N 41,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,"K-Jac Energy, Inc.","P.O. Box 1384, Paintsville, KY 41240",-,11818,3,1959
2012,1519126,Mc Coal Auger S/N 39,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Augustus Augering And Contract,"780 Castle Fork, Lowmansville, KY 41232",-,2151,3,477
2012,1519499,No. 1,Kentucky (East),Lawrence,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Roadway Unlimited Llc,"28602 Amber Lea Lane, Catlettsburg, KY 41129",-,17106,11,11005
2012,1519509,No 7,Kentucky (East),Lawrence,Active,Underground,Indepedent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231",-,70620,35,26236
2012,1519609,Ridgeline Coal Llc Job #4,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Ridgeline Coal Llc,"853 Crestwood Drive, Prestonsburg, KY 41653",-,54883,11,18931
2012,1519660,No. 7,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",-,54608,27,29114
2012,1511835,#1,Kentucky (East),Leslie,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corporation,"Route 2008   Box 351-A, Big Laurel, KY 40808",-,0,9,19249
2012,1511835,#1,Kentucky (East),Leslie,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corporation,"Route 2008   Box 351-A, Big Laurel, KY 40808",-,0,19,39080
2012,1512753,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Co,"P.O. Box 47, Slemp, KY 41763",-,345906,113,270143
2012,1516098,Beech Fork Coal Prep Facility,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Preparation Plant,Shamrock Coal Company Inc,"1374 Highway 192 East, London, KY 40741",-,0,32,66083
2012,1517746,Thunder Ridge Mine,Kentucky (East),Leslie,Active,Surface,Operating Subsidiary,Mine only,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",-,551556,71,159384
2012,1518247,Big Branch,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Ent,"P.O. Box 207, Brookside, KY 40801",-,53227,27,17919
2012,1518376,Beechfork Mine,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corp,"Route 2008 Box 351-A, Big Laurel, KY 40808",-,481059,127,283584
2012,1518996,Turkey Branch,Kentucky (East),Leslie,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",-,6340,11,3863
2012,1519008,Owls Nest Job #8,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659",-,146229,19,43574
2012,1519132,Abner Branch Rider,Kentucky (East),Leslie,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Bledsoe Coal Corporation,"Route 2008, Box 351a, Big Laurel, KY 40808",-,197657,77,167999
2012,1519161,Lewis Creek,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,James River Coal Service Compa,"P.O. Box 128, Jeff, KY 41717",-,19503,12,42978
2012,1519301,Bear Branch,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Ent,"P.O. Box 157, Bardstown, KY 40004",-,314868,37,104065
2012,1519384,Oldhouse Branch,Kentucky (East),Leslie,Active,Underground,Indepedent Producer Operator,Mine only,Bledsoe Coal Corporation,"Rt. 2008 Box 351a, Big Laurel, KY 40808",-,292126,80,174862
2012,1519410,Tantrough,Kentucky (East),Leslie,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Bledsoe Coal Corporation,"Route 2008, Box 351a, Big Laurel, KY 40808",-,30851,24,21536
2012,1519441,Aces Branch Mine #9,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659",-,122691,17,36191
2012,1519550,Begley Resources #1,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,"T & T Energy, Llc","P.O. Box 1433, London, KY 40743",-,317477,43,115695
2012,1519551,Marrowbone,Kentucky (East),Leslie,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",-,1332,14,20662
2012,1519679,Army Trail #1,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,"T & T Energy, Llc","P.O. Box 1433, London, KY 40703",-,7328,17,7745
2012,4003398,Shm-75,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,Contract Highwall Mi,"P.O. Box 249, Stanville, KY 41659",-,211559,10,19881
2012,1502057,Advantage #1,Kentucky (East),Letcher,Temporarily closed,Underground,Operating Subsidiary,Mine only,Sapphire Coal Company,"147 Big Blue Blvd., Whitesburg, KY 41858",-,151791,66,127717
2012,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Active,Surface,Contractor,Preparation Plant,Enterprise Mining Company Llc,"5703 Crutchfield Dr, Norton, VA 24273",-,0,5,6545
2012,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Active,Underground,Contractor,Preparation Plant,Enterprise Mining Company Llc,"5703 Crutchfield Dr, Norton, VA 24273",-,0,33,43802
2012,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Sapphire Coal Company,"147 Big Blue Boulevard, Whitesburg, KY 41858",-,0,10,19442
2012,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",-,0,11,36196
2012,1517720,#2,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Trc Mining Corp,"P.O. Box 249, Stanville, KY 41659",-,88252,30,65867
2012,1517965,S-6 Little Creek,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659",-,461527,38,118297
2012,1517993,#7,Kentucky (East),Letcher,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Hwy, Pikeville, KY 41501",-,73051,22,55151
2012,1518323,Doty Creek,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",-,340086,37,100485
2012,1518340,Mine No 4,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807",-,364347,94,212575
2012,1518481,Sandlick No. 1,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"Halco Services, Llc","P.O. Box 55088, Lexington, KY 40555",-,7788,12,5835
2012,1518566,Auger Mine No 35,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",-,31203,2,6180
2012,1518732,Mine No 5,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807",-,344385,53,122767
2012,1518870,Mine No 1,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Owlco Energy Llc,"P.O. Box 159, Middlesboro, KY 40965",-,50720,17,26729
2012,1518955,Friday Br. 1,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Whitesburg Friday Branch Mine,"103 Villas Court, London, KY 40741",-,3091,6,9930
2012,1518984,Mine No 9,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Hubble Mining Company Llc,"P.O. Box 392, Pikeville, KY 41502",-,53562,17,21045
2012,1518988,Red Fox,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"H & D Coal Co., Inc.","P.O. Box 490, Whitesburg, KY 41858",-,49228,20,42273
2012,1519252,Mine No. 8,Kentucky (East),Letcher,Active,Underground,Indepedent Producer Operator,Mine only,Hubble Mining Co. Ll,"P.O. Box 392, Pikeville, KY 41502",-,140672,29,74543
2012,1519263,Mine No 5,Kentucky (East),Letcher,Permanently abandoned,Underground,Contractor,Mine only,Clas Coal Company Inc,"P.O. Box 133, Partridge, KY 40862",-,86755,25,44860
2012,1519297,Uz No. 2,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Sapphire Coal Company,"147 Big Blue Blvd, Whitesburg, KY 41858",-,5541,15,13474
2012,1519327,Mine #2,Kentucky (East),Letcher,Active,Underground,Indepedent Producer Operator,Mine only,"Clark Mining, Inc","1300 Coppinger  Drive, Cumberland, KY 40823",-,62563,14,24116
2012,1519331,No. 2 Auger,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Stoneridge Resources Inc.,"P.O. Box 512, Jonesville, VA 24263",-,849,3,2181
2012,1519411,Job 55,Kentucky (East),Letcher,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",-,1544,7,5447
2012,1519428,Mine #1,Kentucky (East),Letcher,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Asher's Quality Coal Corporati,"3887 Hwy 699, Cornettsville, KY 41731",-,2344,4,2160
2012,1519517,#1,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Bitco Resources Inc,"551 Long Fork, Deane, KY 41812",-,14298,10,7186
2012,1519532,Access Energy,Kentucky (East),Letcher,Active,Underground,Indepedent Producer Operator,Mine only,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41501",-,158632,52,122391
2012,1519533,Trace Fork 1,Kentucky (East),Letcher,Active,Underground,Indepedent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Applachia, VA 24216",-,280647,71,168880
2012,1519560,Smoot Creek No. 1,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Sapphire Coal Company,"147 Big Blue Blvd, Whitesburg, KY 41858",-,7512,9,8660
2012,1519577,No 1,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Halco Services L L C,"282 Straight Fork Rd, Cornettsville, KY 41731",-,3733,6,2880
2012,1519578,Carousel #1,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Pine Creek Mining, Inc.","P.O. Box 249, Stanville, KY 41659",-,175,2,3896
2012,1519587,Job -1,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Stone Ridge Resources Inc.,"P.O. Box 512, Jonesville, VA 24263",-,338,4,2400
2012,1519632,Dogwood #5 Mine,Kentucky (East),Letcher,Active,Underground,Indepedent Producer Operator,Mine only,Old Dominion Energy Inc,"45 Stamper Lane, Pikeville, KY 41501",-,7601,8,3895
2012,1519641,No. 2 Auger,Kentucky (East),Letcher,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Rhyno Corp Llc,"125 Locust Drive, Pikeville, KY 41501",-,5561,3,2560
2012,1519666,Mine No 6,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807",-,52834,35,28879
2012,1519681,No. 2,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"Mjk Mining, Inc","P.O. Box 3668, Pileville, KY 41502",-,2235,5,1800
2012,1518234,Grand River Terminal,Kentucky (East),Livingston,Active,Surface,Indepedent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers of America,0,20,42036
2012,1518234,Grand River Terminal,Kentucky (East),Livingston,Active,Underground,Indepedent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers of America,0,35,71576
2012,1511417,Roadside Processing Inc,Kentucky (East),Mccreary,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Roadside Processing Inc,"750 Town Mountain Rd, Pikeville, KY 41501",-,0,8,13620
2012,1511417,Roadside Processing Inc,Kentucky (East),Mccreary,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Roadside Processing Inc,"750 Town Mountain Rd, Pikeville, KY 41501",-,0,8,13620
2012,1519668,Jellico Creek Job,Kentucky (East),Mccreary,Active,Surface,Indepedent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy 25w, Williamsburg, KY 40769",-,31744,26,33255
2012,1518912,Island Dock,Kentucky (West),Mclean,Active,Surface,Indepedent Producer Operator,Preparation Plant,Oxford Mining Company-Kentucky,"544 Chestnut St, Coshocton, OH 43812",-,0,10,19833
2012,1517834,F-9 Prater Branch,Kentucky (East),Magoffin,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Rd., Ashland, WV 25560",-,273680,27,60113
2012,1518947,Bull Creek Surface Mine,Kentucky (East),Magoffin,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",-,35113,40,26161
2012,1519146,Diablo West Surface,Kentucky (East),Magoffin,Active,Surface,Indepedent Producer Operator,Mine only,Licking River Mining Llc,"P.O. Box 637, West Liberty, KY 41472",-,920997,122,308304
2012,1519200,No. 1,Kentucky (East),Magoffin,Active,Surface,Indepedent Producer Operator,Mine only,Middle Fork Development Servic,"P.O. Box 505, Staffordsvill, KY 41256",-,142358,15,30749
2012,1519256,#1,Kentucky (East),Magoffin,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Rod Mining, Inc.","P.O. Box 249, Stanville, KY 41659",-,66558,28,43369
2012,1519459,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Indepedent Producer Operator,Mine only,"Licking River Mining, Llc","P.O. Box 637, West Liberty, KY 41472",-,565345,55,137341
2012,1519643,Shm-16,Kentucky (East),Magoffin,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",-,9106,9,5439
2012,1504020,Mine #1,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Peter Cave Mining Co.,"P.O. Box 5002, Inez, KY 41224",-,0,14,6733
2012,1505106,Preparation Plant,Kentucky (East),Martin,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"3185 Middle Fork Wolf Creek Ro, Inez, KY 41224",-,0,12,14981
2012,1505106,Preparation Plant,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"3185 Middle Fork Wolf Creek Ro, Inez, KY 41224",-,0,12,15593
2012,1506268,Pevler Plant,Kentucky (East),Martin,Active,Surface,Indepedent Producer Operator,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231",-,0,15,33731
2012,1506268,Pevler Plant,Kentucky (East),Martin,Active,Underground,Indepedent Producer Operator,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231",-,0,71,164684
2012,1514324,Preparation Plant,Kentucky (East),Martin,Active,Underground,Operating Subsidiary,Preparation Plant,Excel Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250",-,0,21,44046
2012,1517954,Prep Plant #2,Kentucky (East),Martin,Active,Surface,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",-,0,23,15847
2012,1517954,Prep Plant #2,Kentucky (East),Martin,Active,Underground,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",-,0,12,8164
2012,1518326,No 4,Kentucky (East),Martin,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"Rte. 292, Lovely, KY 41231",-,206369,31,83201
2012,1518384,#5,Kentucky (East),Martin,"Active, men working, not producing",Surface,Contractor,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",-,78826,23,48013
2012,1518575,No. 1,Kentucky (East),Martin,Active,Underground,Contractor,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231",-,1304102,236,578396
2012,1518839,Van Lear Mine,Kentucky (East),Martin,Active,Underground,Operating Subsidiary,Mine only,Excel Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250",-,615456,159,329114
2012,1519070,Mount Sterling Branch,Kentucky (East),Martin,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Icg East Kentucky Llc,"13778 River Front Road, Belfry, KY 41514",-,68931,28,50419
2012,1519193,Voyager #7,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Martin County Coal,"P.O. Box 5002, Inez, KY 41224",-,112026,40,54494
2012,1519296,No 24,Kentucky (East),Martin,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Eagle Coal Company Inc,"P.O. Box 399, Lovely, KY 41231",-,63608,49,46771
2012,1519302,Laurel Fork Surface,Kentucky (East),Martin,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,James River Coal Service Compa,"210 Ljh Drive, Gilbert, WV 25621",-,37823,6,7975
2012,1519472,White Oak South,Kentucky (East),Martin,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Martin County Coal Corp,"3201 Ridgetop Road, Inez, KY 41224",-,73947,40,67881
2012,1519488,No. 25,Kentucky (East),Martin,Active,Underground,Indepedent Producer Operator,Mine only,Eagle Coal Company Inc,"P.O. Box 190, Lovely, KY 41231",-,210985,49,111644
2012,1519494,No. 8,Kentucky (East),Martin,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Coalburg Enterprises Inc.,"P.O. Box 190, Lovley, KY 41231",-,178546,35,61341
2012,1519531,White Cabin #9,Kentucky (East),Martin,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Martin County Coal Corp.,"P.O. Box 5002, Inez, KY 41224",-,134726,35,43707
2012,1519566,#6,Kentucky (East),Martin,Active,Surface,Indepedent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",-,105125,22,54477
2012,1519615,Mcc Addcar Hwm System 23,Kentucky (East),Martin,Temporarily closed,Surface,Operating Subsidiary,Mine only,Martin County Coal Corp,"P.O. Box 299, Sidney, KY 41564",-,184186,24,13979
2012,1519625,No 9,Kentucky (East),Martin,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Coalburg Enterprises Inc.,"P.O. Box 292, Lovely, KY 41231",-,2438,35,1656
2012,1517741,Paradise #9,Kentucky (West),Muhlenberg,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Kenamerican Resources Inc,"7590 State Rte 181, Central City, KY 42330",-,2251294,331,854694
2012,1518134,Halls Creek Mine,Kentucky (West),Muhlenberg,Active,Surface,Indepedent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",-,549992,53,101317
2012,1519205,Bowie Refined Coal Minuteman L,Kentucky (West),Muhlenberg,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Bowie Refined Coal Minuteman L,"6601 Highway 181 North, Greenville, KY 42345",-,0,12,23691
2012,1519356,Parkway Mine Surface Facilitie,Kentucky (West),Muhlenberg,Active,Underground,Indepedent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Rd., Madisonville, KY 42431",-,0,24,44558
2012,1519358,Parkway Mine,Kentucky (West),Muhlenberg,Active,Underground,Indepedent Producer Operator,Mine only,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,1558309,158,391120
2012,1519365,Schoate Preparation Plant,Kentucky (West),Muhlenberg,Active,Surface,Indepedent Producer Operator,Preparation Plant,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",-,0,7,12634
2012,1519466,Rose France Mine,Kentucky (West),Muhlenberg,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",-,457510,43,86962
2012,1519165,Midway Coal Handling Facility,Kentucky (West),Ohio,Active,Surface,Indepedent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,0,29,54259
2012,1519165,Midway Coal Handling Facility,Kentucky (West),Ohio,Active,Underground,Indepedent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,0,13,24377
2012,1519217,Midway Mine,Kentucky (West),Ohio,Active,Surface,Indepedent Producer Operator,Mine only,Armstrong Coal Company,"407 Brown Road, Madisonville, KY 42431",-,1518406,91,183592
2012,1519344,Equality,Kentucky (West),Ohio,Active,Surface,Indepedent Producer Operator,Mine only,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,2868100,142,374803
2012,1519345,Armstrong Prep And Dock Facili,Kentucky (West),Ohio,Active,Surface,Indepedent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,0,45,95310
2012,1519345,Armstrong Prep And Dock Facili,Kentucky (West),Ohio,Active,Underground,Indepedent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,0,22,46943
2012,1519407,Eastfork Surface Mine,Kentucky (West),Ohio,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",-,41329,22,17701
2012,1519511,Lewis Creek,Kentucky (West),Ohio,Active,Surface,Indepedent Producer Operator,Mine only,Armstrong Coal Co.,"407 Brown Road, Madisonville, KY 42431",-,933492,49,86204
2012,1519535,Kronos Mine,Kentucky (West),Ohio,Active,Underground,Indepedent Producer Operator,Mine only,Armstrong Coal Company,"Mantanzas Road, Centertown, KY 42323",-,1840854,220,536343
2012,1519669,Lewis Creek Underground Mine,Kentucky (West),Ohio,Active,Underground,Indepedent Producer Operator,Mine only,Armstrong Coal Company,"407 Brown Road, Madisonville, KY 42431",-,8863,29,25256
2012,1519130,#1,Kentucky (East),Owsley,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Emlyn Coal Processing Llc,"3205 Spruce St., St. Paul, MN 55117",-,4744,4,2179
2012,1519179,Sturgeon #4,Kentucky (East),Owsley,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",-,7950,9,7942
2012,1519617,Bingham Job #13,Kentucky (East),Owsley,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659",-,13953,7,2678
2012,1503627,#20 Strip Job,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",-,328335,46,97542
2012,1504442,Bulan Load Out,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,Frasure Creek Mining Llc,"P.O. Box 100, Ary, KY 41712",-,0,9,16006
2012,1505151,Jeff Tipple,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751",-,0,7,18459
2012,1505245,Hoyt Tipple,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington,, KY 40509",-,0,14,40941
2012,1505485,Preparation Plant,Kentucky (East),Perry,Active,Surface,Contractor,Preparation Plant,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701",-,0,12,24521
2012,1505485,Preparation Plant,Kentucky (East),Perry,Active,Underground,Contractor,Preparation Plant,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701",-,0,94,198395
2012,1509636,#77,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751",-,333685,65,154559
2012,1513495,Kentucky River Loading,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Preparation Plant,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",-,0,63,147911
2012,1513495,Kentucky River Loading,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",-,0,16,36978
2012,1513936,Frasure Creek Mine No 6,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"P.O. Box 100, Ary, KY 41712",-,532987,108,170942
2012,1516353,No. 64 Plant,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751",-,0,11,26408
2012,1516353,No. 64 Plant,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751",-,0,17,39611
2012,1516520,76  Plant,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751",-,0,27,61740
2012,1516883,Combs Branch Job,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",-,1056440,82,227435
2012,1517478,#75,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 47, Slemp, KY 41763",-,194467,68,162466
